Sentence_before,Sentence,Sentence_after,Filename,Year,Match,Phrase Key,Is Death Euphemism? (Yes/No)
"sådan noget at vide . Jeg er fuldstændig rolig nu ; det er , som havde","jeg allerede mistet ham , og det har jeg også den dag ,","jeg hørte , at der intet håb var , at for børn , som han , er døden kun en lykke . Men jeg er alligevel",1899_Lemche_FolketsSynder.txt,1899,mistet ham,miste* ham,Yes
", ved jagterne og ved de mange forskellige den gang brugelige festlege den første iblandt alle . I dag stod atter denne gyldne tid levende for Anna Constances øje , og hun passiarede i et væk , fortalte Lisbeth om sine triumfer og sejre fra dengang — fortællinger , som kammerpigen allerede havde hørt mere end en gang før .","» Hvilken ond skæbne ville også , at grev Hoym , den berømmelige kurfyrstes almægtige minister , i en diplomatisk sendelse fra sin herre skulle komme til arveprinsens Hof , netop som min elskede prinsesse så uventet var afgået ved døden , og mine forældre havde mistet størstedelen af deres","formue ! » udbrød hun med rynkede bryn efter at have endt beskrivelsen af et Hofbal , hvor hun midt under dansen for alles øjne havde givet arveprinsens Broder et smeldende ørefigen , fordi han havde vovet at trykke et Kys på hendes Hals . « Havde jeg anden udvej end at tage imod den forelskede hofmands tilbud ? » vedblev hun , som om hun talte med sig selv .",1899_DrachmannE_GrevindeCoselogFrederikAugustdenstaerkeKurfyrsteafSachsenogKongeafPolen.txt,1899,afgået ved døden,afg* ved døden,Yes
"Fru Berg gjorde indsigelser , og nu begyndte der et skændsmål , der trængte gennem husets tynde trævægge og fik de endnu ikke ind-slumrede beboere til at spidse øren . Hedberg , der boede lige oven over , tog sin ene støvle og dunkede et par gange i gulvet . » Kuglerne « forstod , hvad det betød . De trak dynerne over hovederne for at dæmpe lyden , og så skændtes de videre i en arrig hvisken , der","steg og sank , til de trætte af rejsen , luften og striden sov ind i hinandens arme .","vi der var' overfyldt på kroen . Det var lige i ferietiden , og madam Madsen var ved at forgå af travlhed . Hun stod i køkkenet — kogte , stegte og brasede den hele udslagne dag ; så snart hun satte sig ned på en stol , faldt hun i",1899_Reumert_Klitrose.txt,1899,sov ind,sov* ind,No
"Junker Tyge havde nyttet lejligheden til at fortælle den fyrstelige dame om de gamle kæmpeviser , som mester Sørensen Vedel just var i færd med at samle . Ved afskeden — han mindedes nøje , at det var den 29 . Juni anno 86 — havde dronningen skrevet sit valgsprog : » Gud forlader ikke sine « , i en niche i sommerstuen , og to måneder efter gentog hendes fyrstelige nåde sit besøg og medbragte denne gang sine højlovelige forældre , hertug Ulrik af Mecklenborg og hertuginde Elisabeth .","Det havde været en god og lykkelig tid , alle disse år , som var gåde . Næsten ingen mislyd havde blandet sig deri før hin forårsdag , i April anno 88 , da kong Frederik den anden lukkede sine øjne på antvorskov . Tyge Brahe huskede den beretning ,","hans gode ven , Holger Rosenkrands , havde sendt ham om kongens død . Der havde stået deri , at hans nåde var gangen heden med det samme fromme og kærlige sindelag , som havde udmærket ham i al hans levetid ; han havde været såre forpint af sygdommens smerter ; men den gang lægen",1895_OestergaardV_TygeBrahe.txt,1895,lukkede sine øjne,lukke* sine øjne,Yes
"ved sig selv , da han forlod Blanca , „ han må nu gerne rejse bort den vej han er kommen . Kandidat brink er","afgået ved døden , Selma vil i aften forkøle sig på","maskeraden , justitsråd Berger er dødelig forelsket i Blanca og har allerede i dag , nogle få timer efter brinks",1876_Karstens_FrederikFolkekjaer.txt,1876,afgået ved døden,afg* ved døden,No
"hun ikke — ville hun ikke leve — og nu — finde sig i — ja , finde sig i at miste ham . Og",miste ham på den måde ! Miste ham ved at,han forandredes — blev en anden — helt forsvandt — — var det ikke bitrere end døden !,1893_Brummer_EnKamp.txt,1893,miste ham,miste* ham,No
"væggenes malning og det noget massive , men smukke bohave tydede på , at det oprindelig havde tilhørt en",længst hensovet slægt . Der var noget så holdfast ved,"disse ting , — det gamle ærværdige taffelur på det store udskårne skab med dets „ anno 1620 “ , den højryggede",1875_Laertes_NogleMaanederIKoebenhavn.txt,1875,hensovet,hensov*,Yes
"mødig flakker om i mosen efter mester gråbeen . Der vanker både suk og drikkevarer i rigeligt mål , og",jeg har aldrig hørt nogen jæger gå bort fra dem med,en tom mave . — men hvor boer da disse folk ? spurgte fantejohan,1876_LB_Taterkongen.txt,1876,gå bort,g* bort,No
"„ imidlertid er vor forpligtelse til dem ikke mindre derfor , “ — afbrød Adelheid ; „ thi uden deres nødvendige",bistand havde det gale dyr først endt sit liv i den,"nærliggende mølledam ; Bretton var mig ikke til nogen nytte , han lod mig skjotte mig selv . “",1896_Brosboell_UngdomsKampe.txt,1896,endt sit liv,end* sit liv,Yes
"med den sag , som hans Jensen lod anlægge . Et held havde dog hans Jensen hen midt",på sommeren . Han fik fred for sin unge,"modstander Frits Pedersen , ham med det krøllede hår og det letbevægelige sind , som idelig",1885_OlsenV_SkyerOgSolskin.txt,1885,fik fred,f* fred,No
"mine modstandere livet , blev bundet og slædt afstedgud ved , ad hvilke veje , foreslog et medlem af banden","at lade mig udånde i de dødes forsamlingssal ,",— det må være denne . Han for sammen .,1877_Hjelm_DoedensHemmeligheder_2.txt,1877,udånde,udånde*,Yes
"Helene havde endnu ikke fuldendt sit måltid , da bogen gled ud af damens hånd og hun selv sank mageligt","tilbage i sofaen , lukkede sine øjne til og slummede",ind . Samtidig hørte man fra det tilstødende værelse en,1876_Hjelm_OerkenensSlange_2.txt,1876,lukkede sine øjne,lukke* sine øjne,No
"» Du skal lade den gamle mand dø i sorg og ikke rejse , men blive her . Dette er dit",offer ; så skal du få fred . «,» Du forlanger jo urimelige ting . Det ville jo være at dynge en ny synd oven på den,1878_Broendsted_IBoelgegang.txt,1878,få fred,f* fred,No
sig til at læse Christian Winther . Men under denne læsning og lige til han,"lukkede sine øjne til en fast søvn , lød af og til","en ynkelig stemme for hans øre : — jeg er vever , bomulds — .",1891_Markman_PovlBreinum.txt,1891,lukkede sine øjne,lukke* sine øjne,No
bedre end disse endeløse forklaringer og uophørlige gentagelser . Hjørdis skalv som i feber . Der var brukket noget itu indeni hende . Hun havde trampet på sin egen lykke . Og hendes sjæl talte uafbrudt til moderen : nu har jeg gjort det ! Nu er det gjort !,"Sverre gik bort . Udover vejen . Gik . — gik . — statuen var ramlet ned fra sin piedestal , knust i tusende stykker . Som de andre , som de andre ! — tænkte han med ætsende bitterhed — hun er som de andre ! Hun har lokket","mig til sig med venlighed , med hele sit væsens ynde , lokket mig for at more sig med mig , men da legen truede med at blive alvor , kastede hun mig bort . Hvorfor har hun gjort det ? Hvorfor ? Hvorfor ? Hvorfor ? Hans hjerne blev tung og tom . Han kunne ikke tænke klart . Men hans hjerte våndede sig og græd .",1893_Schoeyen_EtLoefte.txt,1893,gik bort,g* bort,No
„ Godnat ! “ svarede konsulen kort . — men da onkel Richard var lige på nippet til at,"sove ind , hørte han broderen råbe : „ Pirre !",— pirre ! sover du alt ? “ „ Nej ! “ svarede denne og rejste sig op i,1880_Kielland_GarmanOgWorse.txt,1880,sove ind,sov* ind,No
"medlemmerne stimlede 'sammen , formanden ringede og ringede — —",Anton rejste sig og gik bort . Denne,"bevægelse , disse stærke ord , dette hvide , vippende lys angreb ham og gjorde ham",1886_Pontoppidan_Mimoser.txt,1886,gik bort,g* bort,No
"bordet . Hånden var som vandsøgerens pilekvist , den bøjede sig snart mod det rette sted , og nummeret for",i dag kom frem .,Han foldede avisen ud og kiggede feuilletonen igennem .,1882_JacobsenA_EnJournalist.txt,1882,kom frem,kom* frem,No
Efterat have vandret om i skyggen under husene i syv lange og syv brede og svalet .sig,"for heden med at købe is og anisbrændevin ,","stod de endelig foran et stort , oplyst hus med svære indgange .",1882_LieJ_GaaPaa.txt,1882,for heden,f* heden,No
"eller fører knn en dæmpet konversation . Alle pladse vare besatte , knive og talerkener raslede , skylightet","stod oppe for heden , og , da man endnu befandt","sig så højt oppe i Elben , at der ikke mærkedes spor af bevægelse i fartøjet , kunne man i fuld",1878_LieJ_ThomasRoss.txt,1878,for heden,f* heden,No
"en sig nærmende lyksalighed . Han sukkede efter den ; thi fra det øjeblik af , at hans hustru","lukkede sine øjne , havde han haft en følelse","af , at trods al medbør gled dog livets bedste værd bort mellem hænderne på ham . Han",1888_EwaldHF_Griffenfeld.txt,1888,lukkede sine øjne,lukke* sine øjne,Yes
"— fordi jeg i reglen stod ved siden af , de havde ikke mod til at spille , som de ville have","gjort , dersom jeg var gået bort . Til sidst ville","de imidlertid absolut fljærme dem for tab og isærdcleshed tabte kassereren hovedet . De ser ,",1885_EK_FrederikDenSyvendeSomMenneskeOgRegent.txt,1885,gået bort,g* bort,No
"sikkert og nøje , som om hendes liv blev målt op . Det hjalp ikke , hun søgte at tænke","på andet , eller at hun lukkede sine øjne . Stadig","lød den ensformige Marsch . De skridt , hun ikke havde hørt , var dog gået , og så meget mindre",1899_Nathansen_Sommernat.txt,1899,lukkede sine øjne,lukke* sine øjne,No
ventede et af sine skibe hjem fra en amerikansk havn . Alt otte uger tidligere havde nhedercn haft budflab,"om , at skibets kaptajn var afgået ved døden , og",en anden ung mand havde overtaget kommandoen derpå for at føre det hjem . Denne efterretning,1870_Anonym_StokhusslavenSoerenVintyvEllerForbryderensFjolledeDatter.txt,1870,afgået ved døden,afg* ved døden,Yes
"indtaget de dråber , som lægen havde givet hende , var hun bleven overfaldet af en mathed og træthed , så",at hun snart sov ind .,Hun lå længe i en drømmende tilstand ; men til sidst løsrev hun sig og rejste sig op på sit leje .,1883_Holm_KittyEllerKirkeklokkenIFarum.txt,1883,sov ind,sov* ind,No
"mellem landstederne og hen til deres egen have . Da de trådte ind , slog der dem en bedøvende luft",imøde . Alle blomster og andre planter udåndede,"som følge af dagens regn og aftenens varme en berusende Duft , navnlig fyldte heliotroperne , der",1880_Secher_Aegtemaend.txt,1880,udåndede,udånde*,No
"— o , kære frøken , tilgiv ham ! hviskedee den gamle mand med tårer i sine øjne . Han skal komme til at tilbagelevere alt , det lover jeg dem for den levende guds åsyn . — vi tro dem , sagde Florence bevæget ; min forlovede har sagt mig alt !","— o , så går jeg . Ak , jeg troede , at jeg skulle gå i graven ved denne sørgelige pilgrimsgang , og dog , jeg vender trøstet tilbage . . . . Farvel , han må ikke undslippe mig , den ulykkelige .",fireogtyvende kapitel . Fast .,1899_Wende_KjaerlighedensKamp_1.txt,1899,gå i graven,g* i graven,Yes
"på amtmandindens indtrængende bøn lovede hun at blive til maj . Hendes stilling i amtmandsboligen undergik en ikke ringe forandring efter scenen med fuld-mægtigen . Amtmanden , der altid havde været venlig og god imod hende , var det om muligt endnu mere end før , og selv amtmandinden var langt mere imødekommende , end Nelly nogensinde havde tænkt det muligt",". Hun tilbød hende uopfordret en ferie , så hun kunne rejse hjem og besøge sin moder , hvad Nelly dog afslog , da hun så snart kunne vente at komme hjem . Hvis hun havde brudt sig om at komme meget ud , ville hun sikkert have fået tilladelse","også dertil , thi amtmandinden håbede stadigt , at hun ved at vise venlighed mod hende dog til sidst skulle få hende til at blive .",1895_Welding_EnUngPige.txt,1895,komme hjem,kom* hjem,No
"og længere fra hende . Hun stirrede i det med næsten fortvivlelse , pintes af en stigende","dyb , usigelig angst for at miste ham . Disse","mønsterprøver på håndskrifter , han nu sendte , — der stod som en isende adskillelse af dem .",1886_LieJ_KommandoerensDoettre.txt,1886,miste ham,miste* ham,No
"stæren , som gik i havens gange og så så uhyre vigtig ud . Hendes fader , der havde været","sin morgentour i Marken , kom hjem , løftede sin","lille datter i vejret og kyssede hende . I døren stod hendes moder og råbte til dem begge , at",1877_Gioerup_VildeSkud.txt,1877,kom hjem,kom* hjem,No
"stejle brink , hvor vognen sikkert måtte styrte ned i den dybe afgrund .","den unge dame lukkede sine øjne , ligesom","for at undgå synet af den skrækkelige katastrofe , som ville indtræffe .",1874_Albertius_BjergmandensRing_1.txt,1874,lukkede sine øjne,lukke* sine øjne,No
"om noget sådant hos fader . Jeg tror , gården kunne brænde af for hans","øjne , og vi alle sammen omkomme i","flammerne , og han ville ikke foretage sig andet end give ordre til , at ligene",1897_SkramE_AgnesVittrup.txt,1897,omkomme,omkom*,Yes
"ad trapperne , op og ned ad gaderne for at se efter dig ; jeg var bange for , at du skulle være","så ked af , at mor var taget fra os — at du","havde gjort en ulykke på dig selv , eller at der ellers skulle være hændet dig noget . «",1895_AndersenT_FraByensUdkant.txt,1895,taget fra os,taget fra os,Yes
"Klokken var tolv . Jeg indså , at hvis jeg blev liggende ville kulden inden dagens frembrud have dræbt mig .","Pludselig fik jeg en heldig tanke . Med min jagtkniv , som endnu sat i bjørnens bryst , strejfede jeg bjørnen af , spiste nogle stykker af det rå kød og svøbte mig ind i den tykke bjørnepels . Snart gennem-strømmede en behagelig varme mig og jeg sov ind .","Da jeg atter vågnede var det lys dag . Jeg gennemsøgte nu ivrigt den temmelig lange slugt , for at finde et sted til at klatre op , men overalt stirrede kun himmelhøje , med sne og is bedækkede , stejle klippevægge mig i møde . “",1892_Richter_DonRedandoEllerKaerlighedOgKamp_2.txt,1892,sov ind,sov* ind,No
"navn ! Der siges jo , den der ikke har elsket og lidt , den har ikke levet . «","Fru rosen lukkede sine øjne , som om Everils","ord havde indgydt hende angst . » Du er rastløs , forhastet , — du kan ikke rolig",1876_Kieler_Everil.txt,1876,lukkede sine øjne,lukke* sine øjne,No
"blegnede stærkt , foldede papiret sammen , « ja ! » sagde hun sagte , « jeg har altid trot ,","hun ikke fik fred på anden måde , — for os",har hun jo allerede længe været død ! » Ellen så rolig hen for sig . Aksel pudsede næse,1889_ChristensenM_DagtyveOgArbejdsdage.txt,1889,fik fred,f* fred,No
"dem for at have været gal , og have lidt af den fikse ide , der er meget almindelig i sindsygehospitalerne , at man forfulgte dem og tragtede dem efter livet . Deres fortælling om at man havde dræbt deres mand ville yderligere bestyrke mistanken imod dem . “ Selma stod målløs overfor så meget uforskammet oprigtighed .","„ Men når jeg nu , ved min stakkels mands egen håndskrift kan bevise hvorledes han er kommet af dage eller rettere , hvorledes han ventede at komme af dage og efter al sandsynlighed også- kom — hvad siger de så ? “","„ Det kunne måske blive et , skønt ikke farligt våben , “ sagde dokteren smilende , „ men tillad mig nu et spørgsmål . — hvor er det brev de taler om . “ Nu først slog det som et lyn ned i Selma , at man også havde bemægtiget sig hendes papirer .",1876_Karstens_FrederikDenSyvendesUngdom_2.txt,1876,kommet af dage,kom* af dage,Yes
